time,longitude,latitude,snr_[MJ/m2],tp_[mm],ro_[m],sm_[m3/m3],le_[W/m2]
2010-07-02,-3.625,38.625,11.599113,0.76439136,9.2382976e-07,0.18461724,32.900379349788025
2010-07-03,-3.625,38.625,12.7005005,1.0688863,8.8730695e-07,0.18763526,32.46119625314518
2010-07-04,-3.625,38.625,15.221307,0.00061257667,7.187392e-07,0.18738604,32.02201315650233
2010-07-05,-3.625,38.625,14.566893,0.0,7.225258e-07,0.18331951,31.44168225979363
2010-07-06,-3.625,38.625,14.379412,0.0,7.4011564e-07,0.1781873,30.861351363084932
2010-07-07,-3.625,38.625,13.753744,0.20528445,6.359198e-07,0.17418322,30.281020466376233
2010-07-08,-3.625,38.625,12.287474,0.9733262,7.666217e-07,0.17269477,29.70068956966753
2010-07-09,-3.625,38.625,14.274788,0.0,5.130336e-07,0.17149295,29.12035867295883
2010-07-10,-3.625,38.625,14.200099,0.0,5.130336e-07,0.16819294,28.54002777625013
2010-07-11,-3.625,38.625,13.487356,0.0095529705,4.6026415e-07,0.16428192,27.959696879541433
2010-07-12,-3.625,38.625,13.600209,0.0,4.740674e-07,0.16190198,27.37936598283273
2010-07-13,-3.625,38.625,13.4450445,0.0,5.130336e-07,0.15936974,27.26219146064034
2010-07-14,-3.625,38.625,14.05696,0.0,4.9544377e-07,0.15790974,27.145016938447952
2010-07-15,-3.625,38.625,13.670547,0.0,5.130336e-07,0.15621862,27.02784241625556
2010-07-16,-3.625,38.625,13.343075,0.0,4.740674e-07,0.15474245,26.91066789406317
2010-07-17,-3.625,38.625,13.132618,0.0,5.130336e-07,0.15305178,26.79349337187078
2010-07-18,-3.625,38.625,13.607255,0.0,4.77854e-07,0.15185633,26.67631884967839
2010-07-19,-3.625,38.625,13.282256,0.0,4.77854e-07,0.15064281,26.559144327486
2010-07-20,-3.625,38.625,13.202854,0.0,4.77854e-07,0.14911146,26.44196980529361
2010-07-21,-3.625,38.625,13.697153,0.0,5.0546043e-07,0.14830545,26.414823131980718
2010-07-22,-3.625,38.625,13.851094,0.0,4.740674e-07,0.14732108,26.387676458667823
2010-07-23,-3.625,38.625,13.136232,0.0,5.130336e-07,0.14626925,26.360529785354927
2010-07-24,-3.625,38.625,12.813006,0.0,4.5647758e-07,0.14465162,26.333383112042036
2010-07-25,-3.625,38.625,12.888239,0.0,4.6026415e-07,0.14282459,26.306236438729144
2010-07-26,-3.625,38.625,12.865357,0.0,4.8652754e-07,0.14134043,26.27908976541625
2010-07-27,-3.625,38.625,12.631324,0.0,4.7516784e-07,0.13994773,26.251943092103353
2010-07-28,-3.625,38.625,12.771118,0.012967629,4.5892108e-07,0.13866742,26.22479641879046
2010-07-29,-3.625,38.625,11.814253,0.0,4.978873e-07,0.13691433,26.578244718688502
2010-07-30,-3.625,38.625,12.515335,0.0,4.6515117e-07,0.13696846,26.931693018586543
2010-07-31,-3.625,38.625,12.83539,0.0,4.52691e-07,0.1356132,27.285141318484587
2010-08-01,-3.625,38.625,12.449338,0.0009933794,3.6805098e-08,0.13459794,27.63858961838263
2010-08-02,-3.625,38.625,12.413571,0.0,3.0670915e-08,0.13428381,27.99203791828067
2010-08-03,-3.625,38.625,12.247322,0.0,7.9744375e-08,0.13187754,28.345486218178714
2010-08-04,-3.625,38.625,12.13708,0.0,3.6805098e-08,0.12986954,28.698934518076754
2010-08-05,-3.625,38.625,12.142619,0.0,4.293928e-08,0.12899712,29.052382817974795
2010-08-06,-3.625,38.625,12.185708,0.0,1.2268366e-08,0.12863633,29.456851038115992
2010-08-07,-3.625,38.625,12.133844,0.0,6.134183e-08,0.12772925,29.861319258257193
2010-08-08,-3.625,38.625,8.480332,4.3637195,8.2022564e-07,0.13642547,30.265787478398394
2010-08-09,-3.625,38.625,11.520339,2.1552756,3.6034456e-07,0.14921765,30.67025569853959
2010-08-10,-3.625,38.625,11.659777,0.34771338,9.201275e-08,0.15080425,31.07472391868079
2010-08-11,-3.625,38.625,11.407457,0.0,4.293928e-08,0.14551285,31.47919213882199
2010-08-12,-3.625,38.625,11.053094,0.0,2.4536732e-08,0.1391612,31.88366035896319
2010-08-13,-3.625,38.625,10.073404,0.7894751,1.06063794e-07,0.1418143,32.28812857910439
2010-08-14,-3.625,38.625,11.571662,0.0,2.4536732e-08,0.14073506,31.611844897270203
2010-08-15,-3.625,38.625,11.57978,0.019656125,4.9073464e-08,0.13842928,30.935561215436017
2010-08-16,-3.625,38.625,10.195793,0.40030575,1.3060053e-07,0.13823958,30.259277533601832
2010-08-17,-3.625,38.625,6.0318255,1.5445802,3.3402512e-07,0.14300653,29.582993851767647
2010-08-18,-3.625,38.625,11.616778,1.727955,2.2182715e-07,0.15488029,28.906710169933458
2010-08-19,-3.625,38.625,10.82126,0.5467999,-6.938894e-18,0.15837708,28.230426488099273
2010-08-20,-3.625,38.625,12.238813,0.0,5.5207646e-08,0.15388441,27.554142806265087
2010-08-21,-3.625,38.625,11.423752,0.0,1.2268366e-08,0.15143034,26.877859124430902
2010-08-22,-3.625,38.625,11.453661,0.0,-6.938894e-18,0.14701807,26.58214730521043
2010-08-23,-3.625,38.625,10.791155,0.0,-6.938894e-18,0.14419284,26.28643548598996
2010-08-24,-3.625,38.625,10.707769,0.0013901499,-6.938894e-18,0.14133179,25.990723666769487
2010-08-25,-3.625,38.625,10.35267,0.0,-6.938894e-18,0.13699654,25.69501184754901
2010-08-26,-3.625,38.625,10.061643,0.0,-6.938894e-18,0.1341776,25.39930002832854
2010-08-27,-3.625,38.625,10.033306,0.0,-6.938894e-18,0.13141426,25.103588209108068
2010-08-28,-3.625,38.625,10.047782,0.0,-6.938894e-18,0.12885348,24.807876389887596
2010-08-29,-3.625,38.625,9.314013,0.004364476,-6.938894e-18,0.12586844,24.512164570667125
2010-08-30,-3.625,38.625,9.648425,0.0,-6.938894e-18,0.12351179,24.330959379397054
2010-08-31,-3.625,38.625,8.683014,0.003570935,-6.938894e-18,0.1214274,24.149754188126987
2010-09-01,-3.625,38.625,9.50473,0.06121284,1.9230274e-07,0.12264125,23.968548996856917
2010-09-02,-3.625,38.625,7.8835063,1.1303852,4.4408878e-07,0.12716118,23.787343805586847
2010-09-03,-3.625,38.625,8.724354,0.0,1.0159321e-07,0.13013497,23.60613861431678
2010-09-04,-3.625,38.625,9.676199,0.0,1.0561025e-07,0.1282503,23.42493342304671
2010-09-05,-3.625,38.625,8.21962,0.0,1.4694801e-07,0.12602994,23.243728231776643
2010-09-06,-3.625,38.625,9.071734,0.0,2.1873977e-07,0.12414539,23.062523040506573
2010-09-07,-3.625,38.625,7.7622547,0.097619094,2.0953831e-07,0.12252589,23.185086643530262
2010-09-08,-3.625,38.625,9.130246,0.021524921,1.2828764e-07,0.124876,23.307650246553948
2010-09-09,-3.625,38.625,8.874653,0.0,2.5865268e-07,0.121889494,23.430213849577637
2010-09-10,-3.625,38.625,8.471358,0.0,6.543993e-08,0.11982419,23.552777452601326
2010-09-11,-3.625,38.625,8.382446,0.0,1.348969e-07,0.11650668,23.675341055625015
2010-09-12,-3.625,38.625,8.112725,0.039281897,1.4954021e-07,0.11459669,23.797904658648704
2010-09-13,-3.625,38.625,8.328028,0.0,1.842687e-07,0.11238464,23.92046826167239
2010-09-14,-3.625,38.625,8.365867,0.0,2.5865268e-07,0.11568801,24.04303186469608
2010-09-15,-3.625,38.625,7.9311285,0.0,2.1731495e-07,0.11385058,24.304946332618044
2010-09-16,-3.625,38.625,2.7667897,0.7844096,4.7739246e-07,0.11690976,24.566860800540006
2010-09-17,-3.625,38.625,5.4703417,23.00595,3.9677884e-06,0.15474173,24.828775268461968
2010-09-18,-3.625,38.625,7.571579,0.22144695,1.6418352e-07,0.19401482,25.090689736383933
2010-09-19,-3.625,38.625,9.202469,0.0,9.355914e-08,0.18899441,25.352604204305898
2010-09-20,-3.625,38.625,6.108025,9.255588,1.9877136e-06,0.20174277,25.61451867222786
2010-09-21,-3.625,38.625,7.1056914,3.6346033,8.084897e-07,0.22707017,25.87643314014982
2010-09-22,-3.625,38.625,8.075326,0.0,1.2142098e-07,0.22547635,26.138347608071786
2010-09-23,-3.625,38.625,-0.34704152,8.501166,1.5445346e-06,0.23200175,25.588790713636964
2010-09-24,-3.625,38.625,6.617832,0.009271723,1.360643e-07,0.2503984,25.03923381920214
2010-09-25,-3.625,38.625,8.566672,0.0,1.8802832e-07,0.23865458,24.489676924767316
2010-09-26,-3.625,38.625,8.086796,0.0,1.4293097e-07,0.2284321,23.940120030332494
2010-09-27,-3.625,38.625,7.773281,0.0026871706,1.7079277e-07,0.22044913,23.390563135897672
2010-09-28,-3.625,38.625,7.8374968,0.00026871706,1.5355725e-07,0.21359453,22.84100624146285
2010-09-29,-3.625,38.625,7.5094304,0.0,6.803215e-08,0.20725217,22.291449347028024
2010-09-30,-3.625,38.625,7.446176,0.0,8.008324e-08,0.20072658,21.741892452593202
2010-10-01,-3.625,38.625,7.282024,0.0,-6.938894e-18,0.19764891,22.073712682834376
2010-10-02,-3.625,38.625,6.8939953,0.0,-6.938894e-18,0.1920356,22.405532913075554
2010-10-03,-3.625,38.625,5.6731806,0.8463841,3.3082202e-07,0.19100122,22.737353143316728
2010-10-04,-3.625,38.625,4.0868163,3.4736154,3.8887111e-07,0.19769156,23.069173373557902
2010-10-05,-3.625,38.625,6.937203,0.0,-6.938894e-18,0.20102581,23.400993603799076
2010-10-06,-3.625,38.625,7.3148546,0.0,-6.938894e-18,0.19293526,23.73281383404025
2010-10-07,-3.625,38.625,7.03313,0.5640778,5.9847494e-08,0.19420731,24.064634064281428
2010-10-08,-3.625,38.625,6.72953,0.12263231,-6.938894e-18,0.19425909,24.396454294522602
2010-10-09,-3.625,38.625,1.2168415,10.442786,2.7520116e-06,0.20890972,24.039651681151653
2010-10-10,-3.625,38.625,4.3725376,13.748027,2.5830038e-06,0.25161305,23.682849067780705
2010-10-11,-3.625,38.625,6.350278,0.07037451,8.588953e-09,0.26693493,23.326046454409756
2010-10-12,-3.625,38.625,5.097936,0.5408519,8.4091134e-08,0.26081643,22.96924384103881
2010-10-13,-3.625,38.625,6.2101893,0.055183116,-6.938894e-18,0.2573099,22.612441227667862
2010-10-14,-3.625,38.625,4.676814,0.27047175,-6.938894e-18,0.2505278,22.255638614296913
2010-10-15,-3.625,38.625,3.941939,0.20912866,3.560385e-08,0.24521966,21.898836000925964
2010-10-16,-3.625,38.625,4.905666,0.1402396,-6.938894e-18,0.23791762,21.542033387555016
2010-10-17,-3.625,38.625,5.678351,0.0,-6.938894e-18,0.23090851,21.44909929484129
2010-10-18,-3.625,38.625,4.850474,0.0,-6.938894e-18,0.22275385,21.356165202127563
2010-10-19,-3.625,38.625,5.0022154,0.0,-6.938894e-18,0.21309264,21.263231109413834
2010-10-20,-3.625,38.625,4.899109,0.0,-6.938894e-18,0.20793858,21.170297016700108
2010-10-21,-3.625,38.625,4.969742,0.0,-6.938894e-18,0.20424846,21.07736292398638
2010-10-22,-3.625,38.625,4.082163,0.10761003,-6.938894e-18,0.20177941,20.984428831272652
2010-10-23,-3.625,38.625,4.5645757,0.07157456,8.588953e-09,0.1975649,20.891494738558926
2010-10-24,-3.625,38.625,4.9733095,0.0,-6.938894e-18,0.1940085,20.7985606458452
2010-10-25,-3.625,38.625,3.2342494,0.01986967,-6.938894e-18,0.1918612,20.896824145758593
2010-10-26,-3.625,38.625,3.2492838,0.0,-6.938894e-18,0.18729115,20.995087645671983
2010-10-27,-3.625,38.625,3.8391833,0.0,-6.938894e-18,0.1822883,21.093351145585377
2010-10-28,-3.625,38.625,1.9713136,0.0,-6.938894e-18,0.17644703,21.191614645498767
2010-10-29,-3.625,38.625,4.757653,1.4316039,3.363645e-07,0.17732868,21.28987814541216
2010-10-30,-3.625,38.625,0.8037891,28.357983,7.3105334e-06,0.20828727,21.388141645325554
2010-10-31,-3.625,38.625,3.5939336,12.2773905,4.99812e-06,0.266708,21.486405145238944
2010-11-01,-3.625,38.625,1.6664082,0.20597999,1.3747895e-07,0.28040665,21.584668645152338
2010-11-02,-3.625,38.625,4.394443,0.0002146256,1.2858102e-07,0.27538642,21.174296357289506
2010-11-03,-3.625,38.625,4.193774,0.0,8.051227e-08,0.27084106,20.763924069426675
2010-11-04,-3.625,38.625,4.057094,0.0,9.179633e-08,0.26591775,20.353551781563844
2010-11-05,-3.625,38.625,3.7788396,0.0,1.7979791e-07,0.25973165,19.943179493701017
2010-11-06,-3.625,38.625,3.3485749,0.0,2.6909266e-08,0.2538426,19.532807205838186
2010-11-07,-3.625,38.625,2.5408444,0.6097621,3.6100437e-07,0.25037926,19.122434917975355
2010-11-08,-3.625,38.625,2.8511267,1.8284082,4.5313163e-07,0.25281996,18.712062630112523
2010-11-09,-3.625,38.625,0.44230354,6.170159,1.4331796e-06,0.2638968,18.301690342249692
2010-11-10,-3.625,38.625,3.4269192,0.7130949,2.2667358e-07,0.27233943,17.96088302163062
2010-11-11,-3.625,38.625,3.221327,0.0,6.271645e-08,0.26649475,17.62007570101155
2010-11-12,-3.625,38.625,3.4094837,0.0,1.2619489e-07,0.26162416,17.27926838039248
2010-11-13,-3.625,38.625,3.0605745,0.0064481995,5.9352796e-08,0.25786644,16.93846105977341
2010-11-14,-3.625,38.625,1.151792,10.842444,3.537051e-06,0.27076182,16.59765373915434
2010-11-15,-3.625,38.625,2.429242,0.0002146256,1.6818293e-08,0.2842793,16.256846418535268
2010-11-16,-3.625,38.625,2.1236856,0.0,3.0272925e-08,0.27627784,15.916039097916196
2010-11-17,-3.625,38.625,-1.0051824,2.4824488,6.0721334e-07,0.2781729,15.575231777297125
2010-11-18,-3.625,38.625,1.4152007,0.0015023791,3.9170835e-08,0.28080225,15.49936641283609
2010-11-19,-3.625,38.625,2.5347555,0.0734837,6.033031e-08,0.27385676,15.423501048375059
2010-11-20,-3.625,38.625,-2.2145243,3.4501343,9.656161e-07,0.2767914,15.347635683914024
2010-11-21,-3.625,38.625,-0.55125684,0.98779947,3.259592e-07,0.2835747,15.27177031945299
2010-11-22,-3.625,38.625,1.4988116,0.09367579,6.922823e-08,0.2794283,15.195904954991958
2010-11-23,-3.625,38.625,1.783621,0.8000203,2.8244716e-07,0.27684492,15.120039590530924
2010-11-24,-3.625,38.625,0.8746008,3.5409877,8.937863e-07,0.2839778,15.044174226069892
2010-11-25,-3.625,38.625,2.2293544,0.84330386,2.2645803e-07,0.28973836,14.968308861608858
2010-11-26,-3.625,38.625,1.5091836,0.16849838,2.6909266e-08,0.28352714,15.045806800049764
2010-11-27,-3.625,38.625,0.94614214,10.139845,2.1846147e-06,0.2929306,15.123304738490669
2010-11-28,-3.625,38.625,2.7004745,0.007944291,2.6909266e-08,0.29986763,15.200802676931573
2010-11-29,-3.625,38.625,-0.3719936,9.726593,3.0893539e-06,0.31047317,15.27830061537248
2010-11-30,-3.625,38.625,1.9498358,4.0271564,1.8192537e-06,0.32637525,15.355798553813386
2010-12-01,-3.625,38.625,0.88865936,4.2536383,1.3180423e-06,0.3330202,15.433296492254291
2010-12-02,-3.625,38.625,1.6436583,0.9456949,2.7281325e-07,0.33254296,15.510794430695196
2010-12-03,-3.625,38.625,1.6863289,2.8610232,3.2150012e-07,0.332073,15.588292369136102
2010-12-04,-3.625,38.625,2.2896683,0.026940461,9.7373665e-09,0.32429975,15.39052119133649
2010-12-05,-3.625,38.625,2.757149,4.781191,1.9613547e-06,0.32974467,15.192750013536877
2010-12-06,-3.625,38.625,1.9158252,7.802761,3.955375e-06,0.34299207,14.994978835737262
2010-12-07,-3.625,38.625,1.2450371,11.601695,1.5863901e-05,0.3599735,14.79720765793765
2010-12-08,-3.625,38.625,1.5842608,7.8649764,1.0488344e-05,0.36915663,14.599436480138037
2010-12-09,-3.625,38.625,3.099933,0.037166245,1.460605e-08,0.36060947,14.401665302338422
2010-12-10,-3.625,38.625,1.6985518,0.0,0.0,0.35266215,14.20389412453881
2010-12-11,-3.625,38.625,0.93005556,0.0,0.0,0.34564826,14.006122946739197
2010-12-12,-3.625,38.625,2.00718,0.0,0.0,0.34072638,14.070870906666473
2010-12-13,-3.625,38.625,1.0922179,0.78510153,2.567923e-07,0.33856243,14.135618866593749
2010-12-14,-3.625,38.625,0.8755243,0.32776612,1.460605e-08,0.3358004,14.200366826521025
2010-12-15,-3.625,38.625,-0.12462381,0.0,0.0,0.32948667,14.2651147864483
2010-12-16,-3.625,38.625,0.030963944,0.0,0.0,0.3215746,14.329862746375579
2010-12-17,-3.625,38.625,0.99663556,0.0046213716,0.0,0.31525034,14.394610706302855
2010-12-18,-3.625,38.625,1.1691082,11.963797,5.834274e-06,0.32959658,14.45935866623013
2010-12-19,-3.625,38.625,0.17356604,13.154497,5.3130125e-06,0.3562158,14.524106626157407
2010-12-20,-3.625,38.625,2.2304635,0.6681188,7.796353e-07,0.3583525,14.454695154671315
2010-12-21,-3.625,38.625,1.3486489,9.52746,5.41979e-06,0.36677858,14.385283683185223
2010-12-22,-3.625,38.625,0.2517469,12.257492,1.0038575e-05,0.37733302,14.315872211699132
2010-12-23,-3.625,38.625,-0.30920237,11.373561,6.8568866e-06,0.38343844,14.24646074021304
2010-12-24,-3.625,38.625,0.34933943,0.0,0.0,0.3699362,14.177049268726948
2010-12-25,-3.625,38.625,0.6819287,0.047575213,1.7747848e-08,0.36121732,14.107637797240857
2010-12-26,-3.625,38.625,-0.045700703,0.0,0.0,0.35255826,14.038226325754765
2010-12-27,-3.625,38.625,1.4858937,0.0,0.0,0.34638563,13.968814854268674
2010-12-28,-3.625,38.625,1.4320465,0.0023131038,0.0,0.34203073,14.1740416487058
2010-12-29,-3.625,38.625,2.605578,0.0,0.0,0.3412798,14.379268443142925
2010-12-30,-3.625,38.625,1.6978446,2.4997382,1.7758656e-06,0.3467886,14.584495237580052
2010-12-31,-3.625,38.625,1.9671695,5.4023204,6.8376357e-06,0.3551987,14.789722032017178
2011-01-01,-3.625,38.625,2.0385845,2.6498027,1.49594e-06,0.35894972,14.994948826454303
2011-01-02,-3.625,38.625,1.5898356,0.32203102,2.0639098e-07,0.35478568,15.016544127353914
2011-01-03,-3.625,38.625,1.1629621,0.0781931,1.1772819e-07,0.3486297,15.038139428253526
2011-01-04,-3.625,38.625,2.0390637,0.018588206,8.13641e-08,0.34356377,15.059734729153138
2011-01-05,-3.625,38.625,2.2789896,0.6067477,6.619816e-07,0.34192333,15.081330030052749
2011-01-06,-3.625,38.625,1.3355746,2.5850394,2.316509e-06,0.34574157,15.10292533095236
2011-01-07,-3.625,38.625,-0.3718174,3.4735677,2.5564598e-06,0.35161766,15.124520631851972
2011-01-08,-3.625,38.625,1.556866,2.8052442,2.646589e-06,0.35442847,15.146115932751584
2011-01-09,-3.625,38.625,2.1877358,5.635374,3.4997688e-06,0.3597772,15.167711233651195
2011-01-10,-3.625,38.625,3.2709846,0.03900189,7.783555e-08,0.35528255,14.945652887777044
2011-01-11,-3.625,38.625,1.4150003,0.6784926,4.2299666e-07,0.35150552,14.723594541902894
2011-01-12,-3.625,38.625,1.8795371,0.0015581734,7.540265e-09,0.34756112,14.501536196028743
2011-01-13,-3.625,38.625,2.3240535,0.0013003801,1.0021476e-07,0.34297016,14.279477850154592
2011-01-14,-3.625,38.625,2.2240508,0.004160836,7.759397e-08,0.33840156,14.057419504280443
2011-01-15,-3.625,38.625,2.5845056,0.028862352,9.9119106e-08,0.3355027,13.835361158406291
2011-01-16,-3.625,38.625,2.4661083,0.0,1.4898491e-07,0.330848,13.613302812532142
2011-01-17,-3.625,38.625,2.3039887,0.024053227,1.9532217e-07,0.3267453,13.39124446665799
2011-01-18,-3.625,38.625,2.0161612,0.0,1.15295286e-07,0.32368526,13.583079497847292
2011-01-19,-3.625,38.625,2.604099,0.03288668,1.376745e-07,0.32080984,13.774914529036591
2011-01-20,-3.625,38.625,2.3831074,0.0015581736,2.327819e-07,0.3177083,13.966749560225892
2011-01-21,-3.625,38.625,1.3536639,0.0,2.2280874e-07,0.3126933,14.158584591415192
2011-01-22,-3.625,38.625,1.5350856,0.0,1.764715e-07,0.30519927,14.350419622604493
2011-01-23,-3.625,38.625,1.8046628,0.0002596956,2.527282e-07,0.29895446,14.542254653793794
2011-01-24,-3.625,38.625,2.581729,0.0,2.7401177e-07,0.2957272,14.734089684983093
2011-01-25,-3.625,38.625,3.4128861,0.0048072212,1.6516111e-07,0.29374415,14.925924716172394
2011-01-26,-3.625,38.625,3.367183,0.7007704,3.4516114e-07,0.2942347,15.61600404481093
2011-01-27,-3.625,38.625,2.4658494,7.752685,3.2686953e-06,0.30697578,16.306083373449468
2011-01-28,-3.625,38.625,3.0026093,8.807688,5.1386032e-06,0.33040237,16.996162702088004
2011-01-29,-3.625,38.625,2.7810507,3.8610356,2.1119554e-06,0.3435573,17.68624203072654
2011-01-30,-3.625,38.625,3.6609824,1.4186121,8.7700846e-07,0.34311706,18.376321359365075
2011-01-31,-3.625,38.625,2.9616683,0.09477792,3.1925336e-07,0.33741787,19.06640068800361
2011-02-01,-3.625,38.625,3.2317533,0.0,0.0,0.332295,19.756480016642147
2011-02-02,-3.625,38.625,3.550696,0.0,0.0,0.3266825,20.446559345280683
2011-02-03,-3.625,38.625,3.662175,0.0,0.0,0.32178718,20.913066411459887
2011-02-04,-3.625,38.625,4.137375,0.0,0.0,0.31766716,21.37957347763909
2011-02-05,-3.625,38.625,4.193966,0.0,0.0,0.31455183,21.846080543818296
2011-02-06,-3.625,38.625,4.405489,0.0,0.0,0.31037435,22.3125876099975
2011-02-07,-3.625,38.625,4.532093,0.0,0.0,0.306364,22.779094676176708
2011-02-08,-3.625,38.625,3.3433855,0.013525647,0.0,0.30250782,23.245601742355912
2011-02-09,-3.625,38.625,4.678661,0.032838054,2.1241918e-08,0.3002519,23.712108808535117
2011-02-10,-3.625,38.625,4.7711353,0.0,0.0,0.29586083,24.17861587471432
2011-02-11,-3.625,38.625,4.4665785,0.0,0.0,0.29077613,24.161568187453128
2011-02-12,-3.625,38.625,4.947964,0.0,0.0,0.28648308,24.144520500191934
2011-02-13,-3.625,38.625,5.0277934,5.786762,2.5264592e-06,0.29242796,24.12747281293074
2011-02-14,-3.625,38.625,3.3787656,0.32279077,1.3202428e-07,0.2974845,24.11042512566955
2011-02-15,-3.625,38.625,0.6410425,22.002987,1.0982522e-05,0.317775,24.093377438408357
2011-02-16,-3.625,38.625,2.8101995,5.7758775,2.8173586e-06,0.35228413,24.076329751147163
2011-02-17,-3.625,38.625,5.447542,3.1835904,1.4777889e-06,0.35579768,24.05928206388597
2011-02-18,-3.625,38.625,3.5298252,0.0,0.0,0.34622127,24.042234376624776
2011-02-19,-3.625,38.625,3.160572,0.95244026,5.041973e-07,0.34461674,24.549767237018653
2011-02-20,-3.625,38.625,5.8634534,1.3145778,4.842843e-07,0.34339148,25.05730009741253
2011-02-21,-3.625,38.625,6.048985,0.017608812,0.0,0.33662632,25.56483295780641
2011-02-22,-3.625,38.625,4.1521,0.042397585,0.0,0.3287867,26.072365818200286
2011-02-23,-3.625,38.625,6.745122,0.0,0.0,0.32338524,26.579898678594162
2011-02-24,-3.625,38.625,6.707551,0.0,9.145538e-09,0.31572503,27.087431538988042
2011-02-25,-3.625,38.625,6.8264146,0.0,0.0,0.3092019,27.59496439938192
2011-02-26,-3.625,38.625,6.6062336,0.0,0.0,0.30278593,28.102497259775795
2011-02-27,-3.625,38.625,4.740723,0.033830617,4.572769e-09,0.29650408,28.27233289954839
2011-02-28,-3.625,38.625,5.2420692,0.15357426,5.162937e-08,0.2910695,28.442168539320978
2011-03-01,-3.625,38.625,4.4623322,0.0011839939,3.8808196e-07,0.28258038,28.61200417909357
2011-03-02,-3.625,38.625,4.163575,0.041907497,4.2511394e-07,0.27955562,28.78183981886616
2011-03-03,-3.625,38.625,5.3336143,0.10907383,3.8088476e-07,0.27548665,28.951675458638753
2011-03-04,-3.625,38.625,5.61192,6.605508,2.8670243e-06,0.28354633,29.121511098411347
2011-03-05,-3.625,38.625,6.388265,0.07078239,4.5135005e-07,0.28981787,29.291346738183936
2011-03-06,-3.625,38.625,7.875227,0.025794094,3.8808196e-07,0.28480476,29.46118237795653
2011-03-07,-3.625,38.625,8.0975485,0.1589605,4.047986e-07,0.2779575,31.05285508489167
2011-03-08,-3.625,38.625,4.931671,1.9970872,9.780405e-07,0.27946776,32.64452779182681
2011-03-09,-3.625,38.625,4.4289255,12.679769,5.5919663e-06,0.2973535,34.23620049876195
2011-03-10,-3.625,38.625,7.0771394,1.1979882,6.206084e-07,0.3107782,35.827873205697095
2011-03-11,-3.625,38.625,5.078416,7.1708946,3.1769825e-06,0.31893748,37.41954591263224
2011-03-12,-3.625,38.625,5.866796,4.880279,2.3278003e-06,0.33174896,39.01121861956737
2011-03-13,-3.625,38.625,6.430096,4.1669993,2.7209883e-06,0.33848992,40.602891326502515
2011-03-14,-3.625,38.625,3.7823243,9.015028,5.1449056e-06,0.34756714,42.19456403343766
2011-03-15,-3.625,38.625,7.5048747,0.961158,7.2961257e-07,0.3479765,41.987751783044246
2011-03-16,-3.625,38.625,4.4255395,0.25266188,4.2279174e-07,0.33741802,41.78093953265084
2011-03-17,-3.625,38.625,8.983602,1.2486881,6.303584e-07,0.33349267,41.574127282257436
2011-03-18,-3.625,38.625,9.822164,0.0,3.8448334e-07,0.32490155,41.367315031864024
2011-03-19,-3.625,38.625,9.872732,0.0,4.0120003e-07,0.31613615,41.16050278147061
2011-03-20,-3.625,38.625,9.921451,0.0,3.8448334e-07,0.30682468,40.95369053107721
2011-03-21,-3.625,38.625,7.734543,4.650735,2.7012575e-06,0.30543867,40.7468782806838
2011-03-22,-3.625,38.625,8.595531,0.08642942,4.0479864e-07,0.30337185,40.54006603029039
2011-03-23,-3.625,38.625,6.2945404,1.5288357,8.489516e-07,0.2977825,41.24007256770575
2011-03-24,-3.625,38.625,9.891362,0.6050045,5.6012374e-07,0.2973793,41.940079105121114
2011-03-25,-3.625,38.625,8.143991,1.1091404,9.759489e-07,0.2931129,42.64008564253648
2011-03-26,-3.625,38.625,8.81398,0.13492334,5.040529e-07,0.2870521,43.340092179951846
2011-03-27,-3.625,38.625,6.478875,1.7442676,9.096667e-07,0.2841993,44.04009871736721
2011-03-28,-3.625,38.625,5.5017385,0.31137654,6.0075433e-07,0.28319973,44.74010525478257
2011-03-29,-3.625,38.625,6.1712236,1.7951874,9.0629874e-07,0.28182763,45.44011179219793
2011-03-30,-3.625,38.625,5.76125,0.10522,4.1199584e-07,0.27840635,46.140118329613294
2011-03-31,-3.625,38.625,11.655454,0.0,4.0120003e-07,0.2722086,46.712353618608574
2011-04-01,-3.625,38.625,11.71357,-8.326673e-14,4.0364492e-07,0.2637778,47.28458890760386
2011-04-02,-3.625,38.625,11.286503,-8.326673e-14,3.868264e-07,0.2565473,47.85682419659915
2011-04-03,-3.625,38.625,3.82611,4.2755785,1.5992774e-06,0.25742465,48.42905948559443
2011-04-04,-3.625,38.625,12.440622,1.3782712,1.0597998e-06,0.26715046,49.00129477458971
2011-04-05,-3.625,38.625,11.612463,-8.326673e-14,4.0364492e-07,0.26151666,49.573530063585
2011-04-06,-3.625,38.625,8.840042,-8.326673e-14,4.0364492e-07,0.25260776,50.145765352580284
2011-04-07,-3.625,38.625,11.633332,-8.326673e-14,4.0364492e-07,0.24751535,50.718000641575564
2011-04-08,-3.625,38.625,11.710681,-8.326673e-14,4.0364492e-07,0.24086042,51.22898905365555
2011-04-09,-3.625,38.625,12.18783,-8.326673e-14,3.3637082e-07,0.23305225,51.739977465735535
2011-04-10,-3.625,38.625,12.181947,-8.326673e-14,3.7000788e-07,0.22889256,52.250965877815524
2011-04-11,-3.625,38.625,12.2927,-8.326673e-14,4.0364492e-07,0.22307679,52.76195428989551
