time,longitude,latitude,snr_[MJ/m2],tp_[mm]
2011-06-05,8.125,48.125,14.930486,1.0785618
2011-06-06,8.125,48.125,11.656113,2.7621012
2011-06-07,8.125,48.125,13.637247,14.833204
2011-06-08,8.125,48.125,5.7190747,13.75209
2011-06-09,8.125,48.125,8.79551,1.0509019
2011-06-10,8.125,48.125,13.27636,0.4820946
2011-06-11,8.125,48.125,13.150347,2.0394425
2011-06-12,8.125,48.125,12.286495,0.23000747
2011-06-13,8.125,48.125,9.686515,1.6219971
2011-06-14,8.125,48.125,11.164147,1.0460632
2011-06-15,8.125,48.125,13.501093,0.50877255
2011-06-16,8.125,48.125,10.594727,3.8842359
2011-06-17,8.125,48.125,10.757368,12.284241
2011-06-18,8.125,48.125,7.3482866,3.8708754
2011-06-19,8.125,48.125,12.618774,4.0150733
2011-06-20,8.125,48.125,5.216144,0.11196284
2011-06-21,8.125,48.125,14.585354,1.5145006
2011-06-22,8.125,48.125,11.210401,4.3948936
2011-06-23,8.125,48.125,12.718458,0.6126743
2011-06-24,8.125,48.125,11.08804,0.829877
2011-06-25,8.125,48.125,6.1188784,-1.6653345e-13
2011-06-26,8.125,48.125,17.478937,-1.6653345e-13
2011-06-27,8.125,48.125,16.699602,-1.6653345e-13
2011-06-28,8.125,48.125,16.533312,0.0013758998
2011-06-29,8.125,48.125,10.364069,13.725779
2011-06-30,8.125,48.125,12.885909,2.674029
2011-07-01,8.125,48.125,13.843039,1.165806
2011-07-02,8.125,48.125,12.388646,0.16253674
2011-07-03,8.125,48.125,15.953132,1.6653345e-13
2011-07-04,8.125,48.125,16.599443,1.6653345e-13
2011-07-05,8.125,48.125,15.230523,1.6653345e-13
2011-07-06,8.125,48.125,12.187467,0.027778963
2011-07-07,8.125,48.125,12.4368,7.1032143
2011-07-08,8.125,48.125,14.885378,8.571141
2011-07-09,8.125,48.125,14.47744,0.68787813
2011-07-10,8.125,48.125,8.520871,15.198491
2011-07-11,8.125,48.125,13.869297,0.06669726
2011-07-12,8.125,48.125,15.576671,1.3714758
2011-07-13,8.125,48.125,3.9525847,30.136696
2011-07-14,8.125,48.125,10.536208,0.65027314
2011-07-15,8.125,48.125,9.922034,0.13525721
2011-07-16,8.125,48.125,16.218884,1.6653345e-13
2011-07-17,8.125,48.125,0.9747867,16.306892
2011-07-18,8.125,48.125,13.433567,1.0416417
2011-07-19,8.125,48.125,9.5352955,7.8533854
2011-07-20,8.125,48.125,7.657716,6.4913726
2011-07-21,8.125,48.125,9.568626,3.9402537
2011-07-22,8.125,48.125,10.277676,7.1825085
2011-07-23,8.125,48.125,11.671306,2.8883076
2011-07-24,8.125,48.125,7.7677064,4.0115757
2011-07-25,8.125,48.125,11.89171,0.29600596
2011-07-26,8.125,48.125,11.682038,0.31146595
2011-07-27,8.125,48.125,13.787694,10.529358
2011-07-28,8.125,48.125,12.9560175,0.79308856
2011-07-29,8.125,48.125,12.512444,1.496889
2011-07-30,8.125,48.125,8.963525,0.11342963
2011-07-31,8.125,48.125,7.6860304,0.045788866
2011-08-01,8.125,48.125,13.683656,0.0077240714
2011-08-02,8.125,48.125,14.999911,-1.6653345e-13
2011-08-03,8.125,48.125,13.6585,5.6699457
2011-08-04,8.125,48.125,13.059095,0.5667386
2011-08-05,8.125,48.125,9.703616,3.3246567
2011-08-06,8.125,48.125,10.519739,5.3520064
2011-08-07,8.125,48.125,8.798389,9.789326
2011-08-08,8.125,48.125,10.533832,4.505369
2011-08-09,8.125,48.125,9.627431,2.143329
2011-08-10,8.125,48.125,11.48451,0.02795414
2011-08-11,8.125,48.125,13.17411,0.00026282578
2011-08-12,8.125,48.125,10.606159,0.29117668
2011-08-13,8.125,48.125,9.610043,0.24555731
2011-08-14,8.125,48.125,11.071105,6.0152373
2011-08-15,8.125,48.125,7.4341316,16.168354
2011-08-16,8.125,48.125,8.633511,0.110662036
2011-08-17,8.125,48.125,13.136717,0.03467797
2011-08-18,8.125,48.125,13.006237,0.3508424
2011-08-19,8.125,48.125,11.039131,1.8441808
2011-08-20,8.125,48.125,11.563873,0.03211581
2011-08-21,8.125,48.125,11.844222,0.30940565
2011-08-22,8.125,48.125,13.141387,0.72287214
2011-08-23,8.125,48.125,11.152025,3.4199293
2011-08-24,8.125,48.125,11.538617,4.576953
2011-08-25,8.125,48.125,9.704622,4.4100666
2011-08-26,8.125,48.125,12.0438175,19.363367
2011-08-27,8.125,48.125,7.710018,5.188847
2011-08-28,8.125,48.125,9.334693,0.00026282578
2011-08-29,8.125,48.125,7.9423857,0.030476518
2011-08-30,8.125,48.125,6.0951886,0.034610774
2011-08-31,8.125,48.125,10.45395,0.23253317
2011-09-01,8.125,48.125,9.407003,0.028632281
2011-09-02,8.125,48.125,7.5595903,2.0135202
2011-09-03,8.125,48.125,11.17394,7.8029385
2011-09-04,8.125,48.125,7.638588,9.394188
2011-09-05,8.125,48.125,5.6469774,3.1576746
2011-09-06,8.125,48.125,9.819412,0.0
2011-09-07,8.125,48.125,2.7255836,7.5399594
2011-09-08,8.125,48.125,6.1211905,2.2655137
2011-09-09,8.125,48.125,4.9697647,1.5364559
2011-09-10,8.125,48.125,9.860471,0.0
2011-09-11,8.125,48.125,8.35766,7.0807743
2011-09-12,8.125,48.125,10.186321,0.6695922
2011-09-13,8.125,48.125,6.1647186,4.1593485
2011-09-14,8.125,48.125,8.195794,3.144195
2011-09-15,8.125,48.125,7.7484975,0.0
2011-09-16,8.125,48.125,8.427182,1.5720888
2011-09-17,8.125,48.125,6.059479,9.498242
2011-09-18,8.125,48.125,1.1870089,10.214781
2011-09-19,8.125,48.125,2.727126,1.507581
2011-09-20,8.125,48.125,6.6641927,0.0053473758
2011-09-21,8.125,48.125,7.88166,0.0
2011-09-22,8.125,48.125,5.02261,0.03474444
2011-09-23,8.125,48.125,5.8237133,0.055176
2011-09-24,8.125,48.125,7.320959,0.0
2011-09-25,8.125,48.125,7.152527,0.0
2011-09-26,8.125,48.125,6.8598657,0.0040971087
2011-09-27,8.125,48.125,7.0848083,0.0
2011-09-28,8.125,48.125,6.415614,0.0
2011-09-29,8.125,48.125,6.0453415,0.0
2011-09-30,8.125,48.125,6.2278585,0.0
2011-10-01,8.125,48.125,6.0617957,1.6653345e-13
2011-10-02,8.125,48.125,6.369041,1.6653345e-13
2011-10-03,8.125,48.125,6.0193944,1.6653345e-13
2011-10-04,8.125,48.125,5.7612734,0.002991184
2011-10-05,8.125,48.125,3.4390929,0.10031964
2011-10-06,8.125,48.125,4.711855,15.771713
2011-10-07,8.125,48.125,3.4865608,7.154523
2011-10-08,8.125,48.125,1.5330056,8.41746
2011-10-09,8.125,48.125,4.0835824,6.088569
2011-10-10,8.125,48.125,3.3782778,16.056875
2011-10-11,8.125,48.125,5.43483,0.9703192
2011-10-12,8.125,48.125,2.161087,2.487083
2011-10-13,8.125,48.125,1.3974736,3.9006023
2011-10-14,8.125,48.125,3.155331,1.6653345e-13
2011-10-15,8.125,48.125,2.805877,1.6653345e-13
2011-10-16,8.125,48.125,3.2610536,1.6653345e-13
2011-10-17,8.125,48.125,2.238116,0.031431075
2011-10-18,8.125,48.125,3.2902575,0.8873955
2011-10-19,8.125,48.125,0.18797916,17.371193
2011-10-20,8.125,48.125,3.3642669,0.5912641
2011-10-21,8.125,48.125,1.7980973,1.6653345e-13
2011-10-22,8.125,48.125,2.0318193,1.6653345e-13
2011-10-23,8.125,48.125,2.064738,0.000747796
2011-10-24,8.125,48.125,1.0587398,0.2568843
2011-10-25,8.125,48.125,2.2366266,0.7523127
2011-10-26,8.125,48.125,2.567743,0.8973662
2011-10-27,8.125,48.125,1.5510764,0.006459417
2011-10-28,8.125,48.125,2.289473,1.6653345e-13
2011-10-29,8.125,48.125,2.4781017,1.6653345e-13
2011-10-30,8.125,48.125,0.8463269,0.003965683
2011-10-31,8.125,48.125,1.8838209,0.007863679
2011-11-01,8.125,48.125,1.9898531,1.6653345e-13
2011-11-02,8.125,48.125,2.037888,0.39795503
2011-11-03,8.125,48.125,-0.40548038,1.6653345e-13
2011-11-04,8.125,48.125,0.8274284,1.3262806
2011-11-05,8.125,48.125,0.48792568,0.19961523
2011-11-06,8.125,48.125,0.9777995,1.6653345e-13
2011-11-07,8.125,48.125,0.75410503,0.3033788
2011-11-08,8.125,48.125,-0.71507674,0.28012165
2011-11-09,8.125,48.125,0.6821695,1.6653345e-13
2011-11-10,8.125,48.125,0.88002545,1.6653345e-13
2011-11-11,8.125,48.125,0.75493747,0.005131036
2011-11-12,8.125,48.125,0.38391984,1.6653345e-13
2011-11-13,8.125,48.125,-0.15146887,0.006393623
2011-11-14,8.125,48.125,-0.43426418,0.00085068995
2011-11-15,8.125,48.125,-0.1631524,1.6653345e-13
2011-11-16,8.125,48.125,-0.5712026,1.6653345e-13
2011-11-17,8.125,48.125,-0.045741484,0.0760231
2011-11-18,8.125,48.125,0.35295862,0.016086109
2011-11-19,8.125,48.125,0.2517936,0.00085068995
2011-11-20,8.125,48.125,0.033072524,0.084222
2011-11-21,8.125,48.125,-0.25945172,1.6653345e-13
2011-11-22,8.125,48.125,-0.21364523,1.6653345e-13
2011-11-23,8.125,48.125,-0.81327194,1.6653345e-13
2011-11-24,8.125,48.125,-1.2350131,1.6653345e-13
2011-11-25,8.125,48.125,-0.8711169,0.097267136
2011-11-26,8.125,48.125,0.21238318,0.2790068
2011-11-27,8.125,48.125,0.3379425,0.24348192
2011-11-28,8.125,48.125,-0.14273943,0.00425345
2011-11-29,8.125,48.125,-1.165821,1.6653345e-13
2011-11-30,8.125,48.125,-1.0448992,1.9422674
2011-12-01,8.125,48.125,-0.39904922,-1.6653345e-13
2011-12-02,8.125,48.125,-0.7514259,6.140141
2011-12-03,8.125,48.125,0.088427894,5.3502584
2011-12-04,8.125,48.125,0.62348425,14.861572
2011-12-05,8.125,48.125,-0.24118741,18.13865
2011-12-06,8.125,48.125,0.17657906,10.830359
2011-12-07,8.125,48.125,-0.7122989,18.266222
2011-12-08,8.125,48.125,-1.1099541,0.7719509
2011-12-09,8.125,48.125,0.26278535,21.678429
2011-12-10,8.125,48.125,-0.09073999,14.618718
2011-12-11,8.125,48.125,-0.820113,0.024702935
2011-12-12,8.125,48.125,-2.2731194,10.2775345
2011-12-13,8.125,48.125,-1.164293,4.147151
2011-12-14,8.125,48.125,-1.7875531,4.4536557
2011-12-15,8.125,48.125,-1.0772803,7.103165
2011-12-16,8.125,48.125,-0.3785562,35.25782
2011-12-17,8.125,48.125,-1.1644653,7.371543
2011-12-18,8.125,48.125,-0.05285464,4.81857
2011-12-19,8.125,48.125,-1.212362,1.6743737
2011-12-20,8.125,48.125,-0.7071418,11.678148
2011-12-21,8.125,48.125,-0.08350274,6.0485306
2011-12-22,8.125,48.125,0.66336936,18.41244
2011-12-23,8.125,48.125,0.3027153,0.6252565
2011-12-24,8.125,48.125,-0.36484814,11.076934
2011-12-25,8.125,48.125,-0.31599018,0.27189565
2011-12-26,8.125,48.125,0.36463046,0.0043164324
2011-12-27,8.125,48.125,-0.09241443,0.0068281507
2011-12-28,8.125,48.125,-1.2719231,0.31219977
2011-12-29,8.125,48.125,0.55643344,4.5306387
2011-12-30,8.125,48.125,-0.64914316,14.886753
2011-12-31,8.125,48.125,0.2123573,21.999378
2012-01-01,8.125,48.125,0.5396283,2.730997
2012-01-02,8.125,48.125,-1.5905416,11.386241
2012-01-03,8.125,48.125,0.3959447,1.5583117
2012-01-04,8.125,48.125,0.43873197,16.048128
2012-01-05,8.125,48.125,-0.5337859,23.10867
2012-01-06,8.125,48.125,-0.18241817,8.814242
2012-01-07,8.125,48.125,-0.6900194,10.106267
2012-01-08,8.125,48.125,-0.69629186,6.2529182
2012-01-09,8.125,48.125,-0.018680356,4.1252522
2012-01-10,8.125,48.125,0.0054085343,2.3471377
2012-01-11,8.125,48.125,-0.24713919,0.00068275863
2012-01-12,8.125,48.125,-0.08000766,0.4325053
2012-01-13,8.125,48.125,0.36954838,3.970188
2012-01-14,8.125,48.125,-1.4953017,0.007738917
2012-01-15,8.125,48.125,-1.693646,0.001096731
2012-01-16,8.125,48.125,-1.9500166,0.0
2012-01-17,8.125,48.125,-1.3920362,0.0
2012-01-18,8.125,48.125,-0.43865767,0.013179399
2012-01-19,8.125,48.125,0.8326777,19.085793
2012-01-20,8.125,48.125,1.7527765,23.070625
2012-01-21,8.125,48.125,0.6380665,21.088335
2012-01-22,8.125,48.125,1.173388,7.197146
2012-01-23,8.125,48.125,0.7948119,8.224004
2012-01-24,8.125,48.125,0.46579644,4.4059005
2012-01-25,8.125,48.125,-0.022764497,0.0056906412
2012-01-26,8.125,48.125,0.520139,0.68095195
2012-01-27,8.125,48.125,0.6569647,4.1657653
2012-01-28,8.125,48.125,1.1616641,1.7477531
2012-01-29,8.125,48.125,0.41093153,1.2695147
2012-01-30,8.125,48.125,0.032584023,1.7561219
2012-01-31,8.125,48.125,-0.07387973,0.627996
2012-02-01,8.125,48.125,-0.22436133,0.08074635
2012-02-02,8.125,48.125,0.13847335,0.45802212
2012-02-03,8.125,48.125,-1.0111184,0.00040264477
2012-02-04,8.125,48.125,-0.5467453,0.0029988398
2012-02-05,8.125,48.125,-0.3947367,0.00020132239
2012-02-06,8.125,48.125,-0.16908348,0.00020132239
2012-02-07,8.125,48.125,0.08718337,0.3082984
2012-02-08,8.125,48.125,1.42813,0.014188909
2012-02-09,8.125,48.125,1.4308853,0.120611906
2012-02-10,8.125,48.125,0.7073914,0.08205352
2012-02-11,8.125,48.125,1.5185821,0.015396842
2012-02-12,8.125,48.125,1.0774008,0.0
2012-02-13,8.125,48.125,2.1860504,1.012558
2012-02-14,8.125,48.125,2.9825253,2.395622
2012-02-15,8.125,48.125,0.96608686,15.523076
2012-02-16,8.125,48.125,2.071327,1.9850172
2012-02-17,8.125,48.125,2.0517023,1.2760452
2012-02-18,8.125,48.125,2.6665127,0.93587035
2012-02-19,8.125,48.125,2.584078,7.279368
2012-02-20,8.125,48.125,2.5411491,0.029462654
2012-02-21,8.125,48.125,2.4362915,0.0
2012-02-22,8.125,48.125,2.8495576,0.0
2012-02-23,8.125,48.125,0.4841488,0.9128471
2012-02-24,8.125,48.125,4.205905,0.3913297
2012-02-25,8.125,48.125,3.2522454,2.0394876
2012-02-26,8.125,48.125,3.7634845,3.2554748
2012-02-27,8.125,48.125,3.2801092,0.0070434045
2012-02-28,8.125,48.125,3.6508892,0.05037055
2012-02-29,8.125,48.125,3.8161018,0.025658527
2012-03-01,8.125,48.125,4.9337,0.010822415
2012-03-02,8.125,48.125,4.9881744,0.00073030824
2012-03-03,8.125,48.125,5.9311795,0.018059395
2012-03-04,8.125,48.125,5.2164717,0.098405965
2012-03-05,8.125,48.125,3.6888542,6.1647396
2012-03-06,8.125,48.125,3.6066608,0.00066420436
2012-03-07,8.125,48.125,5.5807896,0.65126103
2012-03-08,8.125,48.125,4.8691015,9.340209
2012-03-09,8.125,48.125,5.5587206,8.326673e-14
2012-03-10,8.125,48.125,6.4399686,8.326673e-14
2012-03-11,8.125,48.125,3.5422623,1.049564
2012-03-12,8.125,48.125,5.15176,0.024942765
2012-03-13,8.125,48.125,6.588397,0.0016820179
2012-03-14,8.125,48.125,6.6416106,8.326673e-14
2012-03-15,8.125,48.125,6.4884973,8.326673e-14
2012-03-16,8.125,48.125,6.715686,8.326673e-14
2012-03-17,8.125,48.125,5.0397687,0.008856058
2012-03-18,8.125,48.125,1.8416946,6.1127024
2012-03-19,8.125,48.125,5.3340125,5.548156
2012-03-20,8.125,48.125,7.0631604,0.36776105
2012-03-21,8.125,48.125,7.5261045,8.326673e-14
2012-03-22,8.125,48.125,7.8207464,8.326673e-14
2012-03-23,8.125,48.125,8.083592,0.0077490513
2012-03-24,8.125,48.125,7.902691,0.34038472
2012-03-25,8.125,48.125,8.115911,0.4547139
2012-03-26,8.125,48.125,8.278216,8.326673e-14
2012-03-27,8.125,48.125,8.563864,8.326673e-14
2012-03-28,8.125,48.125,9.031857,8.326673e-14
2012-03-29,8.125,48.125,9.105159,8.326673e-14
2012-03-30,8.125,48.125,3.7036204,0.13400953
2012-03-31,8.125,48.125,9.522043,0.2059365
2012-04-01,8.125,48.125,9.403085,0.0033815505
2012-04-02,8.125,48.125,9.528502,8.326673e-14
2012-04-03,8.125,48.125,9.4196005,6.9794507
2012-04-04,8.125,48.125,3.5698247,5.8682036
2012-04-05,8.125,48.125,2.9812503,13.997569
2012-04-06,8.125,48.125,4.279336,2.2161732
2012-04-07,8.125,48.125,6.5842524,1.2707224
2012-04-08,8.125,48.125,7.7834115,0.3961377
2012-04-09,8.125,48.125,3.649655,2.1167784
2012-04-10,8.125,48.125,10.224672,5.9779353
2012-04-11,8.125,48.125,6.2845283,6.905443
2012-04-12,8.125,48.125,10.048424,2.9832757
2012-04-13,8.125,48.125,10.423873,0.73678523
2012-04-14,8.125,48.125,8.034122,2.061483
2012-04-15,8.125,48.125,6.132899,6.684165
2012-04-16,8.125,48.125,5.8067923,2.5848432
2012-04-17,8.125,48.125,9.114087,0.05749219
2012-04-18,8.125,48.125,10.095691,3.3132744
2012-04-19,8.125,48.125,10.747882,1.3201873
2012-04-20,8.125,48.125,10.690921,2.087743
2012-04-21,8.125,48.125,8.648084,8.933733
2012-04-22,8.125,48.125,9.47914,4.9793572
2012-04-23,8.125,48.125,12.306914,5.15934
2012-04-24,8.125,48.125,8.117486,7.479082
2012-04-25,8.125,48.125,10.22399,0.018902687
2012-04-26,8.125,48.125,7.29499,0.06333784
2012-04-27,8.125,48.125,13.154427,0.009065106
2012-04-28,8.125,48.125,13.833761,8.326673e-14
2012-04-29,8.125,48.125,7.520508,4.8310423
2012-04-30,8.125,48.125,11.549676,4.605327
2012-05-01,8.125,48.125,11.644235,3.9994578
2012-05-02,8.125,48.125,12.3815365,13.475838
2012-05-03,8.125,48.125,12.303868,0.0041234135
2012-05-04,8.125,48.125,14.075071,0.20876287
2012-05-05,8.125,48.125,9.272707,3.783484
2012-05-06,8.125,48.125,11.134404,4.3467045
2012-05-07,8.125,48.125,10.826488,0.5959592
2012-05-08,8.125,48.125,11.691525,3.0548475
2012-05-09,8.125,48.125,8.457827,4.4961524
2012-05-10,8.125,48.125,13.613363,1.6653345e-13
2012-05-11,8.125,48.125,15.2369375,0.47560197
2012-05-12,8.125,48.125,4.906576,6.1348643
2012-05-13,8.125,48.125,13.024008,0.0034428758
2012-05-14,8.125,48.125,14.570696,1.6653345e-13
2012-05-15,8.125,48.125,12.754539,9.810266
2012-05-16,8.125,48.125,10.047355,8.76854
2012-05-17,8.125,48.125,15.43896,0.025225589
2012-05-18,8.125,48.125,11.655919,1.7761043
2012-05-19,8.125,48.125,15.131739,3.9303708
2012-05-20,8.125,48.125,14.381248,0.89117545
2012-05-21,8.125,48.125,10.877801,22.344923
2012-05-22,8.125,48.125,10.821272,3.3315296
2012-05-23,8.125,48.125,8.859819,2.3120978
2012-05-24,8.125,48.125,14.900738,2.5418484
2012-05-25,8.125,48.125,15.674934,1.6653345e-13
2012-05-26,8.125,48.125,15.689155,1.6653345e-13
2012-05-27,8.125,48.125,10.910502,0.041520346
2012-05-28,8.125,48.125,12.213265,0.29909608
2012-05-29,8.125,48.125,15.496273,1.6653345e-13
2012-05-30,8.125,48.125,12.824015,0.059137005
2012-05-31,8.125,48.125,11.994755,0.5223518
2012-06-01,8.125,48.125,7.3571057,0.9218806
2012-06-02,8.125,48.125,14.483987,0.0
2012-06-03,8.125,48.125,5.3011913,19.014668
2012-06-04,8.125,48.125,12.110473,8.797647
2012-06-05,8.125,48.125,12.06075,0.7096851
2012-06-06,8.125,48.125,5.0440764,3.2185886
2012-06-07,8.125,48.125,11.858559,7.073016
2012-06-08,8.125,48.125,7.0778165,5.8426867
2012-06-09,8.125,48.125,13.829847,0.07724318
2012-06-10,8.125,48.125,11.202489,1.7402321
2012-06-11,8.125,48.125,9.628218,8.264412
2012-06-12,8.125,48.125,3.032293,17.369009
2012-06-13,8.125,48.125,11.683752,11.978946
2012-06-14,8.125,48.125,12.997848,0.16254641
2012-06-15,8.125,48.125,14.68659,0.0
2012-06-16,8.125,48.125,16.371794,0.6952882
2012-06-17,8.125,48.125,8.662448,0.14679188
2012-06-18,8.125,48.125,16.332169,0.15396878
2012-06-19,8.125,48.125,12.09732,1.6905344
2012-06-20,8.125,48.125,8.926939,3.4107444
2012-06-21,8.125,48.125,15.038181,2.2463174
2012-06-22,8.125,48.125,16.43182,1.3189353
2012-06-23,8.125,48.125,11.979871,0.0015205904
2012-06-24,8.125,48.125,12.710852,3.0360305
2012-06-25,8.125,48.125,11.780065,11.103961
2012-06-26,8.125,48.125,11.092588,0.0002172272
2012-06-27,8.125,48.125,10.647258,0.010336287
2012-06-28,8.125,48.125,13.372376,0.855784
2012-06-29,8.125,48.125,16.387629,0.51200634
2012-06-30,8.125,48.125,16.941942,6.041682
2012-07-01,8.125,48.125,5.242963,20.354713
2012-07-02,8.125,48.125,7.2047195,13.285019
2012-07-03,8.125,48.125,8.79061,8.954777
2012-07-04,8.125,48.125,14.116876,0.5945989
2012-07-05,8.125,48.125,14.592017,9.83088
2012-07-06,8.125,48.125,10.859852,6.7068977
2012-07-07,8.125,48.125,14.1812,0.36164454
2012-07-08,8.125,48.125,12.310734,6.193025
2012-07-09,8.125,48.125,13.009734,0.2894204
2012-07-10,8.125,48.125,14.244722,0.6823578
2012-07-11,8.125,48.125,12.077633,2.718747
2012-07-12,8.125,48.125,11.129929,0.9496504
2012-07-13,8.125,48.125,10.3235445,4.8735075
2012-07-14,8.125,48.125,13.998292,2.956793
2012-07-15,8.125,48.125,11.153506,13.022017
2012-07-16,8.125,48.125,10.795478,0.25543407
2012-07-17,8.125,48.125,7.6484814,0.85924
2012-07-18,8.125,48.125,15.540603,0.0
2012-07-19,8.125,48.125,10.174548,0.9955256
2012-07-20,8.125,48.125,4.426647,6.914301
2012-07-21,8.125,48.125,10.918316,2.547779
2012-07-22,8.125,48.125,11.022355,0.349156
2012-07-23,8.125,48.125,15.83163,0.0
2012-07-24,8.125,48.125,16.064003,0.0
2012-07-25,8.125,48.125,15.853592,0.003950627
2012-07-26,8.125,48.125,14.799072,0.12513046
2012-07-27,8.125,48.125,15.234822,0.5686843
2012-07-28,8.125,48.125,9.952665,2.7393267
2012-07-29,8.125,48.125,11.052288,2.0299246
2012-07-30,8.125,48.125,11.4703045,0.13130894
2012-07-31,8.125,48.125,9.559443,0.0052331686
2012-08-01,8.125,48.125,15.178973,0.090280354
2012-08-02,8.125,48.125,12.998477,5.07904
2012-08-03,8.125,48.125,10.552967,0.3527153
2012-08-04,8.125,48.125,11.843353,0.093835756
2012-08-05,8.125,48.125,9.8025055,8.418744
2012-08-06,8.125,48.125,5.676831,4.105732
2012-08-07,8.125,48.125,10.333274,0.48765033
2012-08-08,8.125,48.125,11.709382,0.00021342875
2012-08-09,8.125,48.125,11.016286,0.010031151
2012-08-10,8.125,48.125,11.675785,0.4086952
2012-08-11,8.125,48.125,12.814586,0.0004268575
2012-08-12,8.125,48.125,12.570844,0.0023477161
2012-08-13,8.125,48.125,10.030166,0.7248422
2012-08-14,8.125,48.125,10.1650915,0.42632166
2012-08-15,8.125,48.125,12.530955,0.23931606
2012-08-16,8.125,48.125,8.986654,12.823725
2012-08-17,8.125,48.125,13.041338,0.0
2012-08-18,8.125,48.125,12.742523,0.0
2012-08-19,8.125,48.125,12.411095,0.0
2012-08-20,8.125,48.125,12.140525,0.09266738
2012-08-21,8.125,48.125,12.300372,0.42205378
2012-08-22,8.125,48.125,10.9882765,2.2472777
2012-08-23,8.125,48.125,11.275407,5.1697288
2012-08-24,8.125,48.125,5.692118,14.714903
2012-08-25,8.125,48.125,10.8277855,1.143517
2012-08-26,8.125,48.125,9.447119,1.2248309
2012-08-27,8.125,48.125,11.318462,0.0
2012-08-28,8.125,48.125,6.8377953,0.10374342
2012-08-29,8.125,48.125,9.764699,0.09729603
2012-08-30,8.125,48.125,1.5419291,12.351608
2012-08-31,8.125,48.125,6.877565,15.881361
2012-09-01,8.125,48.125,6.054433,9.136796
2012-09-02,8.125,48.125,4.545712,1.546986
2012-09-03,8.125,48.125,6.8546443,0.3358962
2012-09-04,8.125,48.125,8.375138,0.17312302
2012-09-05,8.125,48.125,9.133533,0.18541731
2012-09-06,8.125,48.125,8.528665,0.055659838
2012-09-07,8.125,48.125,9.343218,0.0
2012-09-08,8.125,48.125,9.462324,0.0
2012-09-09,8.125,48.125,8.30095,0.0
2012-09-10,8.125,48.125,8.42088,0.0
2012-09-11,8.125,48.125,7.070428,12.663547
2012-09-12,8.125,48.125,3.7508786,13.380665
2012-09-13,8.125,48.125,5.8716784,0.025708754
2012-09-14,8.125,48.125,7.641207,0.023628738
2012-09-15,8.125,48.125,4.2285876,0.80843365
2012-09-16,8.125,48.125,7.9410973,0.0020328076
2012-09-17,8.125,48.125,7.798261,0.0
2012-09-18,8.125,48.125,7.879432,8.363609
2012-09-19,8.125,48.125,5.7384586,3.4671266
2012-09-20,8.125,48.125,7.058604,0.0
2012-09-21,8.125,48.125,8.656539,13.198104
2012-09-22,8.125,48.125,3.3834674,19.352201
2012-09-23,8.125,48.125,4.3705444,0.031105464
2012-09-24,8.125,48.125,2.729929,5.3617544
2012-09-25,8.125,48.125,4.5588193,4.515171
2012-09-26,8.125,48.125,6.059416,13.050989
2012-09-27,8.125,48.125,6.4041815,4.071513
2012-09-28,8.125,48.125,5.726067,0.012810197
2012-09-29,8.125,48.125,3.1244855,0.13738187
2012-09-30,8.125,48.125,4.2848053,0.022664085
2012-10-01,8.125,48.125,2.5344102,0.0716246
2012-10-02,8.125,48.125,5.523922,0.003716869
2012-10-03,8.125,48.125,4.4405346,0.11538073
2012-10-04,8.125,48.125,0.46412715,5.5903683
2012-10-05,8.125,48.125,4.6885395,0.0823639
2012-10-06,8.125,48.125,4.7511487,3.0799253
2012-10-07,8.125,48.125,0.93201375,17.471937
2012-10-08,8.125,48.125,3.6291451,1.2018101
2012-10-09,8.125,48.125,0.95947313,17.587574
2012-10-10,8.125,48.125,0.6788858,4.3347197
2012-10-11,8.125,48.125,3.0394442,0.052014846
2012-10-12,8.125,48.125,1.4216324,12.728742
2012-10-13,8.125,48.125,2.5252378,0.23858991
2012-10-14,8.125,48.125,3.06579,5.5576987
2012-10-15,8.125,48.125,1.4960173,2.1672928
2012-10-16,8.125,48.125,3.1854186,0.17456491
2012-10-17,8.125,48.125,2.8682187,0.35994235
2012-10-18,8.125,48.125,2.5948389,-1.6653345e-13
2012-10-19,8.125,48.125,3.086197,-1.6653345e-13
2012-10-20,8.125,48.125,2.9894042,-1.6653345e-13
2012-10-21,8.125,48.125,2.989715,-1.6653345e-13
2012-10-22,8.125,48.125,1.5609212,0.08613953
2012-10-23,8.125,48.125,1.9394158,0.0039985725
2012-10-24,8.125,48.125,2.4886656,-1.6653345e-13
2012-10-25,8.125,48.125,2.7407482,-1.6653345e-13
2012-10-26,8.125,48.125,1.0596385,1.6691263
2012-10-27,8.125,48.125,0.49550685,21.234215
2012-10-28,8.125,48.125,0.62726283,1.9842974
2012-10-29,8.125,48.125,1.6142566,0.01267261
2012-10-30,8.125,48.125,1.5301777,0.25814375
2012-10-31,8.125,48.125,1.7456952,0.012676638
2012-11-01,8.125,48.125,3.2086337,5.639994
2012-11-02,8.125,48.125,2.1053014,9.946139
2012-11-03,8.125,48.125,2.87129,10.491293
2012-11-04,8.125,48.125,1.679603,18.957134
2012-11-05,8.125,48.125,0.835093,6.0267377
2012-11-06,8.125,48.125,0.95177525,3.1038442
2012-11-07,8.125,48.125,-0.7349716,1.9558187
2012-11-08,8.125,48.125,0.6435205,0.008660849
2012-11-09,8.125,48.125,0.7622514,0.026566338
2012-11-10,8.125,48.125,0.44922432,10.930634
