,sm,ro,le
0,189.0,0.0054158804577,-0.11346876206668408
1,189.116307538609,0.0016451201817147655,-0.22905971267476788
2,189.34622339140205,0.008745944926445608,-0.06611724471553991
3,189.41682766119115,0.0005873074785647587,-0.08766595926258026
4,189.50479360887516,8.578149753663144,-0.008902151151151193
5,193.87124800636317,10.920655541435844,0.06464065868049085
6,197.91987280624684,11.58765008718496,-0.039489470674920354
7,201.0580981897368,0.004699330437887009,-0.19321625584459318
8,201.2522078841435,2.365631725799207,0.015425627287390591
9,201.6756909310569,0.4940647919849992,0.017028904730058747
10,201.74542433434183,0.018330331387962553,-0.15621153798810844
11,201.90482506794197,3.188671943008385,-0.058093350105021
12,202.50589067503861,0.00323219049485876,-0.07434756455985764
13,202.5807439130036,1.605482726098484,-0.11447300373288155
14,202.943650690638,0.3031989557561811,-0.046491621086774286
15,203.0345619559686,3.9137345567142683,-0.05197084235055196
16,203.65187654160488,2.513061578292052,0.010355515345613405
17,203.9698219479672,5.127468022550306,0.0722147817433172
18,204.53138584367358,1.4538895902212319,0.03003784532304215
19,204.6631883081293,0.022583644957471397,-0.04056304109536513
20,204.70620066826717,1.1537410283538436,-0.01889099876967921
21,204.849146638683,11.147490064358973,0.004292829769649239
22,206.0090527445544,-1.5423023524439515e-13,-0.02013869974536795
23,206.02919144429976,0.3891298880314107,0.05977219215801231
24,206.00029656411033,1.0787103465913808,0.06743486951886861
25,206.01911034800008,0.0016438087834410536,-0.07568926405281294
26,206.09493039496945,-1.5448756790706412e-13,-0.06810964544290822
27,206.16304004041234,0.002472610861583672,0.07288829600031348
28,206.09034102115044,0.007407375338554066,0.04435486019966521
29,206.04656444861223,2.2471287754651628,0.08323737606081139
30,206.14081799708626,0.7291036246366439,0.08959795824001748
31,206.10737095420959,13.755528851098067,0.1227477059706274
32,207.0536053971409,3.7090838369823063,0.07370661682668145
33,207.1955707433319,1.5781423303471983e-13,-0.04257540496495219
34,207.23814614829686,2.8758101894931123,-0.012704265130548318
35,207.4072455239343,2.0904531033643288,0.0833884008904398
36,207.43036281967954,8.969435597064999,0.1901583606794014
37,207.69298336193515,0.2381717923249477,0.1324153986956793
38,207.57132787091453,1.589621597315089e-13,0.0856605213725303
39,207.485667349542,1.586999201460946e-13,0.15086305998728325
40,207.33480428955474,1.582388597519027e-13,0.13886223644473636
41,207.19594205311,1.5781536429684397e-13,0.1317009535814202
42,207.0642410995286,1.5741449495174934e-13,0.19563008260724768
43,206.86861101692136,1.5682044942810494e-13,0.17330581068123938
44,206.69530520624014,1.5629559916082535e-13,0.237898493078012
45,206.45740671316213,0.0073777976283361585,0.20083872073540562
46,206.25708755679838,1.5497435031983393e-13,0.09591463003541759
47,206.161172926763,1.5468628376247538e-13,0.18221787858482308
48,205.97895504817816,1.541401235226326e-13,0.25373215706185304
49,205.72522289111632,1.5338202473211286e-13,0.2830973527011449
50,205.44212553841518,2.799363125603362,0.22201126544044072
51,205.4769275473714,3.8950855012098167,0.0802716059923108
52,205.75111044016927,0.32557326224293437,0.3106274823115707
53,205.46822069561478,0.3803958314342935,0.4606692577852331
54,205.04223797639526,1.5135530023421324e-13,0.43557693161178584
55,204.6066610447835,0.0008571177180302281,0.22117530505785707
56,204.3855797491576,4.415054441470188,0.4842452550530399
57,204.4068140526344,2.775580488270545,0.36578153904287575
58,204.35752352532097,0.09589322348227822,0.42313871324221086
59,203.9454223285965,6.846396189826116,0.34848069697020756
60,204.44686974180016,12.877088735186897,0.515219348884006
61,205.38874665772926,4.062536419307617,0.14771585697893586
62,205.61833998144272,8.30144256535695,0.2838108529502618
63,206.0650745631355,7.230682044740112,0.3055101343653582
64,206.32788168403005,1.6832009414583244,0.5963312773974547
65,205.85461446517428,0.0,0.6059481417433278
66,205.24866632343094,0.22207825971615486,0.68176272974861
67,204.58819242396618,2.0733537314320127,0.3945262163321239
68,204.42190437620204,0.4181446663710562,0.67103976196985
69,203.79840684786112,3.996629943792105,0.6153190956999235
70,203.69221700836908,5.374417707434575,0.7609414272562185
71,203.6285655736783,19.7191022274996,0.5395294378197617
72,205.67530790835892,2.8582077582868526,0.47112760830603717
73,205.45226504176603,6.340048522866234,0.23237035227679467
74,205.800163766623,0.2721635965362216,1.0132586667890369
75,204.80981102329775,6.810741899700163,0.7440393080799336
76,204.78283851551765,9.998183162383887,0.32120629848414
77,205.52011105464962,0.060606191534923734,0.9649790225493894
78,204.5605916665653,1.3310463261290133,0.8356114998178623
79,203.87230154061842,2.6967992716352627,0.8671217522133712
80,203.3443185167698,22.22676706706105,0.06801044676138465
81,206.33234900294735,3.235398149511966,0.5235308978709444
82,206.04506745556444,2.5749279057863053,0.7557080407338225
83,205.49282250904432,3.1007039199111692,0.6416631974989436
84,205.1322781916342,5.208443466879592,0.8926694898837283
85,204.7518645348709,1.5454561175342407,0.6021365058252088
86,204.31437541151143,1.75104983280466,0.8375293865575666
87,203.6800455921492,1.6282535915962932,1.364430017594566
88,202.52730888295835,2.4685350438723717,1.1383948119440264
89,201.77390682714196,0.08249322054022633,1.2988157246824967
90,200.48938898191923,0.921584437669233,0.5995430427242929
91,200.0775557015257,0.26151930352918523,1.2548077622242753
92,198.87861439577225,5.537462619110767,0.920903840448832
93,199.30416523621264,3.895127298019899,1.3716960299604124
94,198.83835990823232,0.46339639681429395,1.116387424159943
95,197.83511568725808,4.897638841957282,1.3793042711510306
96,197.77616817414977,4.184256453650407,1.5329778356027195
97,197.37756218489665,3.5754775247502515,1.2349358423177998
98,197.1487798178286,0.05132026722028948,1.1845073259633665
99,195.97902000464495,9.324932601946498,0.5485316191823179
100,198.39931078351614,5.2724218939797955,0.47524855866546617
101,199.2696393308709,12.898996626834055,0.806348854573109
102,201.47423484946373,0.632188112248871,1.4776786369377488
