,init,ampli,score
0,1e-07,0.24776346120436576,1.3666441716222857
1,1e-07,0.24776346120436576,1.3666441716222857
2,1e-07,0.24776346120436576,1.3666441716222857
3,1e-07,0.24776346120436576,1.3666441716222857
4,1e-07,0.24776346120436576,1.3666441716222857
5,1e-07,0.24776346120436576,1.3666441716222857
6,1e-07,0.24776346120436576,1.3666441716222857
7,1e-07,0.24776346120436576,1.3666441716222857
8,1e-07,0.24776346120436576,1.3666441716222857
9,1e-07,0.24776346120436576,1.3666441716222857
10,1e-07,0.24776346120436576,1.3666441716222857
11,1e-07,0.24776346120436576,1.3666441716222857
12,1e-07,0.24776346120436576,1.3666441716222857
13,1e-07,0.24776346120436576,1.3666441716222857
14,1e-07,0.24776346120436576,1.3666441716222857
15,1e-07,0.24776346120436576,1.3666441716222857
16,1e-07,0.24776346120436576,1.3666441716222857
17,1e-07,0.24776346120436576,1.3666441716222857
18,1e-07,0.24776346120436576,1.3666441716222857
19,1e-07,0.24776346120436576,1.3666441716222857
20,1e-07,0.24776346120436576,1.3666441716222857
21,1e-07,0.24776346120436576,1.3666441716222857
22,1e-07,0.24776346120436576,1.3666441716222857
23,1e-07,0.24776346120436576,1.3666441716222857
24,1e-07,0.24776346120436576,1.3666441716222857
25,1e-07,0.24776346120436576,1.3666441716222857
26,1e-07,0.24776346120436576,1.3666441716222857
27,1e-07,0.24776346120436576,1.3666441716222857
28,1e-07,0.24776346120436576,1.3666441716222857
29,1e-07,0.24776346120436576,1.3666441716222857
30,1e-07,0.24776346120436576,1.3666441716222857
31,1e-07,0.24776346120436576,1.3666441716222857
32,1e-07,0.24776346120436576,1.3666441716222857
33,1e-07,0.24776346120436576,1.3666441716222857
34,1e-07,0.24776346120436576,1.3666441716222857
35,1e-07,0.24776346120436576,1.3666441716222857
36,1e-07,0.24776346120436576,1.3666441716222857
37,1e-07,0.24776346120436576,1.3666441716222857
38,1e-07,0.24776346120436576,1.3666441716222857
39,1e-07,0.24776346120436576,1.3666441716222857
40,1e-07,0.24776346120436576,1.3666441716222857
41,1e-07,0.24776346120436576,1.3666441716222857
42,1e-07,0.24776346120436576,1.3666441716222857
43,1e-07,0.24776346120436576,1.3666441716222857
44,1e-07,0.24776346120436576,1.3666441716222857
45,1e-07,0.24776346120436576,1.3666441716222857
46,1e-07,0.24776346120436576,1.3666441716222857
47,1e-07,0.24776346120436576,1.3666441716222857
48,1e-07,0.24776346120436576,1.3666441716222857
49,1e-07,0.24776346120436576,1.3666441716222857
50,1e-07,0.24776346120436576,1.3666441716222857
51,1e-07,0.24776346120436576,1.3666441716222857
52,1e-07,0.24776346120436576,1.3666441716222857
53,1e-07,0.24776346120436576,1.3666441716222857
54,1e-07,0.24776346120436576,1.3666441716222857
55,1e-07,0.24776346120436576,1.3666441716222857
56,1e-07,0.24776346120436576,1.3666441716222857
57,1e-07,0.24776346120436576,1.3666441716222857
58,1e-07,0.24776346120436576,1.3666441716222857
59,1e-07,0.24776346120436576,1.3666441716222857
60,1e-07,0.24776346120436576,1.3666441716222857
61,1e-07,0.24776346120436576,1.3666441716222857
62,1e-07,0.24776346120436576,1.3666441716222857
63,1e-07,0.24776346120436576,1.3666441716222857
64,1e-07,0.24776346120436576,1.3666441716222857
65,1e-07,0.24776346120436576,1.3666441716222857
66,1e-07,0.24776346120436576,1.3666441716222857
67,1e-07,0.24776346120436576,1.3666441716222857
68,1e-07,0.24776346120436576,1.3666441716222857
69,1e-07,0.24776346120436576,1.3666441716222857
70,1e-07,0.24776346120436576,1.3666441716222857
